Constituency_No,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion,Year,Election_Type,Dates_DATE_COUNTING,Dates_DATE_DECLARATION OF RESULT,Voters_Info_PROXY_MEN,Voters_Info_PROXY_WOMEN,Voters_Info_PROXY_TOTAL,Votes_Info_VOTES NOT RETREIVED FROM EVM_VALUE,Candidates_Info_NOMINATION FILED_OTHERS,Candidates_Info_NOMINATION REJECTED_OTHERS,Candidates_Info_WITHDRAWN_OTHERS,Candidates_Info_CONTESTED_OTHERS,Candidates_Info_FORFEITED DEPOSIT_OTHERS,Electors_Info_GENERAL_OTHERS,Electors_Info_SERVICE_OTHERS,Electors_Info_TOTAL_OTHERS,Voters_Info_GENERAL_OTHERS,Voters_Info_PROXY_OTHERS,Voters_Info_POSTAL_OTHERS,Voters_Info_TOTAL_OTHERS,Votes_Info_VOTES NOT RETREIVED_VALUE
11,27-12-1984,20,930,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,BRANCO FREANCISCO AFONSO,5537.0,INC,MONTEIRO ANTONICIO ANTONIO AGNELO,2939.0,8,0,0.0,9544,9073,18617,0,0,0,9544,9073,18617,12,0,0.0,6609,6263,12872,0,0,0,6609,6263,12872,12,0,0.0,12872.0,12310.0,562.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
12,27-12-1984,27,690,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,MAG,JHALMI KASHINATH  GOVIND,3721.0,INC,MAHAMBRE PREMANAND PARSHURAM,3267.0,8,0,0.0,9298,9353,18651,0,0,0,9298,9353,18651,12,0,0.0,6574,6386,12960,0,0,0,6574,6386,12960,12,0,0.0,12960.0,12470.0,490.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
13,27-12-1984,20,853,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,CONCOLINKAR SRIPAD LAXMIAN,4478.0,IND,PEREIRA TEOTONIO FRACISCO PAULO,3199.0,8,0,0.0,8797,8271,17068,0,0,0,8797,8271,17068,12,0,0.0,6307,5522,11829,0,0,0,6307,5522,11829,12,0,0.0,11829.0,11322.0,507.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
8,27-12-1984,28,730,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,VERENKAR CHANDRAKANT VISHWANATH,5897.0,MAG,PARAB DASHARATH KASHINATH,4184.0,8,0,0.0,10615,9836,20451,0,0,0,10615,9836,20451,12,0,0.0,7929,7188,15117,0,0,0,7929,7188,15117,12,0,0.0,15117.0,14532.0,585.0,0.0,0.0,10,0,0.0,1984,AE,,,,,,,,,,,,,,,,,,,
32,-1,1,21425,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,20,9,45.0,INC,FALEIRO LUIZINHO JOA-QUIM,-1.0,,,,4,0,0.0,10694,10731,21425,0,0,0,10694,10731,21425,12,0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
40,22-11-1989,18,655,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,1,9,6,1,7,20,9,45.0,INC,VASU PAIK GAONKAR,4192.0,SHS,ACHARYA GOVIND RAGHU CHANDRA,4107.0,8,0,0.0,5967,5827,11794,0,0,0,5967,5827,11794,12,0,0.0,4639,4537,9176,0,0,0,4639,4537,9176,12,0,0.0,9176.0,8907.0,269.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
39,22-11-1989,22,652,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0,5,2,0,2,20,9,45.0,MAG,BANDEKAR SANJAY VIMAL,5938.0,IND,FERNANDES JOAO JOSE JOAQUIM S.,2608.0,8,0,0.0,7360,6974,14334,0,0,0,7360,6974,14334,12,0,0.0,5383,5297,10680,0,0,0,5383,5297,10680,12,0,0.0,10680.0,10501.0,179.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
38,22-11-1989,27,731,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,4,2,0,2,20,9,45.0,MAG,VALIP PRAKASH SHANKAR,9229.0,INC,GAUNS DESAI VOIKUNT GOVIND,4919.0,8,0,0.0,10175,9568,19743,0,0,0,10175,9568,19743,12,0,0.0,7824,7225,15049,0,0,0,7824,7225,15049,12,0,0.0,15049.0,14635.0,414.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
37,22-11-1989,24,823,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,3,1,0,1,20,9,45.0,INC,DOMNICK FERNANDES,8059.0,MAG,PRABHU DESAI ANIL HARI,6683.0,8,0,0.0,10225,9530,19755,0,0,0,10225,9530,19755,12,0,0.0,7862,7221,15083,0,0,0,7862,7221,15083,12,0,0.0,15083.0,14870.0,213.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
36,22-11-1989,25,649,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,6,4,0,4,20,9,45.0,MAG,PRABHU DESAI RANU ANANT,7092.0,INC,PANDU VASU NAIK,4509.0,8,0,0.0,8540,7687,16227,0,0,0,8540,7687,16227,12,0,0.0,6413,6041,12454,0,0,0,6413,6041,12454,12,0,0.0,12454.0,12213.0,241.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
35,22-11-1989,28,742,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,3,1,0,1,20,9,45.0,MAG,AMASHEKAR MOHAN ANANT,8737.0,INC,DESAIMADHAVRAO SHIVAJIRAO,5388.0,8,0,0.0,10872,9893,20765,0,0,0,10872,9893,20765,12,0,0.0,8178,6937,15115,0,0,0,8178,6937,15115,12,0,0.0,15115.0,14754.0,361.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
34,22-11-1989,31,616,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,0,8,4,0,4,20,9,45.0,INC,FERNANDES MANUEL GREGORIO,4243.0,MAG,DESSAI SHEBU BABALI,3192.0,8,0,0.0,9272,9817,19089,0,0,0,9272,9817,19089,12,0,0.0,5984,7025,13009,0,0,0,5984,7025,13009,12,0,0.0,13009.0,12818.0,191.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
33,22-11-1989,27,654,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,1,6,4,0,4,20,9,45.0,INC,FURTADO FARREL BENITO,8962.0,JD,RODRIGUES GABRIEL MINGUEL,2256.0,8,0,0.0,8464,9182,17646,0,0,0,8464,9182,17646,12,0,0.0,4899,6705,11604,0,0,0,4899,6705,11604,12,0,0.0,11604.0,11411.0,193.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
31,22-11-1989,26,717,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,4,2,0,2,20,9,45.0,INC,SARDINHA COSME FRANCISCO CAETANO,8876.0,JD,BARBOSA AGOSTINHO SEVASTIAO,3936.0,8,0,0.0,9267,9379,18646,0,0,0,9267,9379,18646,12,0,0.0,6329,6973,13302,0,0,0,6329,6973,13302,12,0,0.0,13302.0,12958.0,344.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
13,22-11-1989,21,848,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,0,8,5,0,5,20,9,45.0,IND,CARMO RAFAEL ANDRE JOSE PEGADO,5097.0,INC,AMILKAR ADELINO ALVARES,3727.0,8,0,0.0,8992,8824,17816,0,0,0,8992,8824,17816,12,0,0.0,6678,6277,12955,0,0,0,6678,6277,12955,12,0,0.0,12955.0,12652.0,303.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
29,22-11-1989,27,666,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,4,1,0,1,20,9,45.0,INC,CARDOZ LUIS ALEX,5552.0,MAG,LOTLIKAR SURYAKANT DATTA,3687.0,8,0,0.0,9010,8975,17985,0,0,0,9010,8975,17985,12,0,0.0,6425,6214,12639,0,0,0,6425,6214,12639,12,0,0.0,12639.0,12395.0,244.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
2,22-11-1989,24,637,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,0,7,5,0,5,20,9,45.0,MAG,SALGOANKAR SHANKAR KASHINATH,7074.0,INC,TALEVNEKAR RAJU BAPU,3545.0,8,0,0.0,7773,7521,15294,0,0,0,7773,7521,15294,12,0,0.0,6031,5680,11711,0,0,0,6031,5680,11711,12,0,0.0,11711.0,11410.0,301.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
3,22-11-1989,21,597,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,0,7,6,0,6,20,9,45.0,MAG,MANDREKAR DEU GUNAJI,6544.0,INC,BANDEKAR SHAMBHU BHAU,1119.0,8,0,0.0,6394,6136,12530,0,0,0,6394,6136,12530,12,0,0.0,4743,4317,9060,0,0,0,4743,4317,9060,12,0,0.0,9060.0,8781.0,279.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
4,22-11-1989,24,830,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11,0,11,9,0,9,20,9,45.0,MAG,NAIK VINAYAK VITTHAL,6797.0,INC,MAULINGKAR PREMNATH ARJUN,4764.0,8,0,0.0,9743,10174,19917,0,0,0,9743,10174,19917,12,0,0.0,7295,7259,14554,0,0,0,7295,7259,14554,12,0,0.0,14554.0,14108.0,446.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
5,22-11-1989,24,816,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,0,7,4,0,4,20,9,45.0,MAG,SIRSAT SURENDRA V.,5769.0,IND,D SOUZA FRANCIES C.J.A.,3612.0,8,0,0.0,9743,9837,19580,0,0,0,9743,9837,19580,12,0,0.0,7133,6437,13570,0,0,0,7133,6437,13570,12,0,0.0,13570.0,13134.0,436.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
6,22-11-1989,26,746,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,6,4,0,4,20,9,45.0,MAG,NAIK SALAGONKAR ASHOK TUKARAM,6438.0,INC,CHODANKAR CHANDRAKANT URRAM,6425.0,8,0,0.0,9175,10232,19407,0,0,0,9175,10232,19407,12,0,0.0,7157,7484,14641,0,0,0,7157,7484,14641,12,0,0.0,14641.0,14253.0,388.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
7,22-11-1989,25,781,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,3,1,0,1,20,9,45.0,INC,PARULEKAR SURESH VISHWANATH,7182.0,MAG,MALIK SURIKANT KESHAV,6946.0,8,0,0.0,9162,10364,19526,0,0,0,9162,10364,19526,12,0,0.0,7062,7489,14551,0,0,0,7062,7489,14551,12,0,0.0,14551.0,14245.0,306.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
8,22-11-1989,19,848,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,4,2,0,2,20,9,45.0,INC,DE SOUZA WILFRED TITO FERMINO,6229.0,MAG,AHRENKAR PUNAJI PANDURANG,5802.0,8,0,0.0,7755,8352,16107,0,0,0,7755,8352,16107,12,0,0.0,6111,6368,12479,0,0,0,6111,6368,12479,12,0,0.0,12479.0,12218.0,261.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
9,22-11-1989,26,879,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,3,1,0,1,20,9,45.0,MAG,CHOPDEKAR RATNAKAR MADDU,8208.0,INC,NARVEKAR DAYANAND GANESH,7875.0,8,0,0.0,10102,12758,22860,0,0,0,10102,12758,22860,12,0,0.0,7975,8630,16605,0,0,0,7975,8630,16605,12,0,0.0,16605.0,16151.0,454.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
10,22-11-1989,26,601,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,0,7,4,0,4,20,9,45.0,INC,JOAN BAPITSTA FLORINI GONSALVES,3983.0,MAG,PUSHPASHIL KRISHNA KERKAR,2915.0,8,0,0.0,7671,7962,15633,0,0,0,7671,7962,15633,12,0,0.0,5322,4938,10260,0,0,0,5322,4938,10260,12,0,0.0,10260.0,10051.0,209.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
11,22-11-1989,19,899,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,0,9,7,0,7,20,9,45.0,INC,SOMNATH DATTTA ZUWARKAR,5034.0,MAG,RAMESH RAGHUVIR SILIMKHAN,3655.0,8,0,0.0,8764,8313,17077,0,0,0,8764,8313,17077,12,0,0.0,6153,5462,11615,0,0,0,6153,5462,11615,12,0,0.0,11615.0,11309.0,306.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
12,22-11-1989,25,827,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,1,5,2,0,2,20,9,45.0,INC,VICTOR BENAMIN GONSALVES,5729.0,GLP,VICTORIA ROMEO FERNANDES,4432.0,8,0,0.0,10642,10029,20671,0,0,0,10642,10029,20671,12,0,0.0,7666,6770,14436,0,0,0,7666,6770,14436,12,0,0.0,14436.0,13962.0,474.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
30,22-11-1989,29,657,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,4,2,0,2,20,9,45.0,IND,NAIK ANANTA NARCINVA,6447.0,INC,KAMAT DIGAMBAR VASANT,5995.0,8,0,0.0,9780,9278,19058,0,0,0,9780,9278,19058,12,0,0.0,6712,6086,12798,0,0,0,6712,6086,12798,12,0,0.0,12798.0,12614.0,184.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
14,22-11-1989,28,732,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,1,10,7,0,7,20,9,45.0,MAG,DHARMA VASSUDEO CHODANKAR,5645.0,INC,NIRMALA PRABHAKAR SAWANT,5189.0,8,0,0.0,10308,10188,20496,0,0,0,10308,10188,20496,12,0,0.0,7438,7638,15076,0,0,0,7438,7638,15076,12,0,0.0,15076.0,14659.0,417.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
15,22-11-1989,23,740,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0,5,3,0,3,20,9,45.0,MAG,RAUT PANDURANG DATTARAM,6465.0,INC,PRABHU ZANTYE HARISH NARAYAN,4897.0,8,0,0.0,8713,8313,17026,0,0,0,8713,8313,17026,12,0,0.0,7009,6235,13244,0,0,0,7009,6235,13244,12,0,0.0,13244.0,12741.0,503.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
16,22-11-1989,20,744,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,1,7,5,0,5,20,9,45.0,MAG,KAKODKAR SHASHIKALAL GURUDUTT,7218.0,INC,PARAB GAONKAR MANOHAR GANGARAM,2606.0,8,0,0.0,7784,7091,14875,0,0,0,7784,7091,14875,12,0,0.0,6310,5359,11669,0,0,0,6310,5359,11669,12,0,0.0,11669.0,11221.0,448.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
17,22-11-1989,25,762,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14,0,14,12,0,12,20,9,45.0,MAG,USGONKAR VINAY KUMAR PUNDLIK,8009.0,INC,VERENKAR CHANDRAKANT VISHWANATH,2821.0,8,0,0.0,9867,9181,19048,0,0,0,9867,9181,19048,12,0,0.0,7527,5748,13275,0,0,0,7527,5748,13275,12,0,0.0,13275.0,12850.0,425.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
18,22-11-1989,23,703,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1,3,0,1,1,20,9,45.0,INC,RANE PRATAPSING RAOJI,7231.0,MAG,RANE KRISHNARAO APPASAHEB,5126.0,8,0,0.0,8265,7901,16166,0,0,0,8265,7901,16166,12,0,0.0,6884,6091,12975,0,0,0,6884,6091,12975,12,0,0.0,12975.0,12470.0,505.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
19,22-11-1989,18,722,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0,5,3,0,3,20,9,45.0,INC,PRABHU BALKRISHNA (ASHOK JAIRAM),5436.0,MAG,DESAI BABURAO HARIJIRAO,4306.0,8,0,0.0,6627,6366,12993,0,0,0,6627,6366,12993,12,0,0.0,5214,5009,10223,0,0,0,5214,5009,10223,12,0,0.0,10223.0,9900.0,323.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
20,22-11-1989,24,897,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,0,9,7,0,7,20,9,45.0,MAG,SHIVDAS ATAMARAM SHET VEREKAR,6212.0,INC,NAIK MOHAN GOVIND,4267.0,8,0,0.0,11557,9973,21530,0,0,0,11557,9973,21530,12,0,0.0,8116,6512,14628,0,0,0,8116,6512,14628,12,0,0.0,14628.0,14336.0,292.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
21,22-11-1989,27,788,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,6,4,0,4,20,9,45.0,MAG,JALMI KASHINATH GOVIND,11766.0,INC,SATKAR BABAL BABUSO,4013.0,8,0,0.0,10715,10558,21273,0,0,0,10715,10558,21273,12,0,0.0,8802,7719,16521,0,0,0,8802,7719,16521,12,0,0.0,16521.0,16217.0,304.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
22,22-11-1989,26,776,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12,0,12,9,0,9,20,9,45.0,MAG,NAIK RAVI SITARAM,6561.0,INC,SHAM MAHANANDU NAIK,4910.0,8,0,0.0,10381,9804,20185,0,0,0,10381,9804,20185,12,0,0.0,8223,7200,15423,0,0,0,8223,7200,15423,12,0,0.0,15423.0,15154.0,269.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
23,22-11-1989,24,798,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10,0,10,8,0,8,20,9,45.0,INC,SIRODKAR SUBHAS ANKUSH,6046.0,MAG,NAIK RAMDAS TOPYO,5761.0,8,0,0.0,9612,9542,19154,0,0,0,9612,9542,19154,12,0,0.0,7527,7095,14622,0,0,0,7527,7095,14622,12,0,0.0,14622.0,14333.0,289.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
24,22-11-1989,40,626,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,1,9,5,1,6,20,9,45.0,INC,SHAIKH HASSAN HAROON,5394.0,MAG,VEZ JOHN MANUEL HENRIQUES,5182.0,8,0,0.0,14073,10965,25038,0,0,0,14073,10965,25038,12,0,0.0,8216,6535,14751,0,0,0,8216,6535,14751,12,0,0.0,14751.0,14396.0,355.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
25,22-11-1989,33,682,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,0,9,6,0,6,20,9,45.0,INC,D'SONZA SIMON PETER,5045.0,MAG,MENEZAS MESQUITA WILFRED,4720.0,8,0,0.0,12476,10022,22498,0,0,0,12476,10022,22498,12,0,0.0,7841,6155,13996,0,0,0,7841,6155,13996,12,0,0.0,13996.0,13667.0,329.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
26,22-11-1989,30,686,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,3,0,0,0,20,9,45.0,INC,GODINHO MAUVIN,5953.0,IND,VALADARES FRANCISCO,5117.0,8,0,0.0,10541,10025,20566,0,0,0,10541,10025,20566,12,0,0.0,7801,7382,15183,0,0,0,7801,7382,15183,12,0,0.0,15183.0,14851.0,332.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
27,22-11-1989,24,670,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0,5,2,0,2,20,9,45.0,INC,BARBOSA LUIS PROTO ALEIXO,4073.0,IND,FERNANDES SEDY ANTONIO,3958.0,8,0,0.0,7808,8277,16085,0,0,0,7808,8277,16085,12,0,0.0,5325,5797,11122,0,0,0,5325,5797,11122,12,0,0.0,11122.0,10890.0,232.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
28,22-11-1989,28,626,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,4,2,0,2,20,9,45.0,INC,ALIMNO CHURCHIL BRAZ,9196.0,IND,PINTO NAZARIO JOSE,3642.0,8,0,0.0,8557,8967,17524,0,0,0,8557,8967,17524,12,0,0.0,6167,7071,13238,0,0,0,6167,7071,13238,12,0,0.0,13238.0,13055.0,183.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
1,22-11-1989,27,616,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,1,7,5,0,5,20,9,45.0,MAG,KHALAP RAMAKANT DATTARAM,6900.0,INC,POROBO SANGITA GOPAL,5619.0,8,0,0.0,8447,8198,16645,0,0,0,8447,8198,16645,12,0,0.0,6662,6458,13120,0,0,0,6662,6458,13120,12,0,0.0,13120.0,13115.0,5.0,0.0,0.0,10,0,0.0,1989,AE,,,,,,,,,,,,,,,,,,,
4,16-11-1994,25,912,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,6,4,0,4,20,9,45.0,INC,NARVEKAR DAYANAND GANESH,11299.0,MAG,NAIK VINAYAK VITHAL,3672.0,8,0,0.0,11474,11334,22808,2,0,2,11476,11334,22810,12,0,0.0,8196,8080,16276,56,8,64,8252,8088,16340,12,0,0.0,16340.0,16128.0,212.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
5,16-11-1994,24,901,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,0,7,5,0,5,20,9,45.0,MAG,SHIRSAT SURENDRA VASANT,6972.0,INC,NATEKAR GURUDAS BHALCHANDRA,6488.0,8,0,0.0,11087,10541,21628,0,0,0,11087,10541,21628,12,0,0.0,7249,6679,13928,76,6,82,7325,6685,14010,12,0,0.0,14010.0,13841.0,169.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
2,16-11-1994,24,699,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,0,8,6,0,6,20,9,45.0,MAG,KOTKAR PARSHURAM NAGESH,8198.0,INC,SALGAONKAR SHANKAR KASHINATH,3919.0,8,0,0.0,8532,8239,16771,2,0,2,8534,8239,16773,12,0,0.0,6728,6357,13085,79,0,79,6807,6357,13164,12,0,0.0,13164.0,12993.0,171.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
3,16-11-1994,21,661,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,6,4,0,4,20,9,45.0,MAG,MANDREKAR DEU GUNAJI,5915.0,INC,BANDEKAR SHAMBHU BHAU,2569.0,8,0,0.0,7066,6806,13872,7,3,10,7073,6809,13882,12,0,0.0,5079,4548,9627,67,2,69,5146,4550,9696,12,0,0.0,9696.0,9522.0,174.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
6,16-11-1994,29,779,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,0,8,5,0,5,20,9,45.0,MAG,CHODANKAR CHANDRAKANT UTTAM,7373.0,INC,NAIK SALGAONKAR ASHOK TUKARAM,5327.0,8,0,0.0,11184,11417,22601,2,0,2,11186,11417,22603,12,0,0.0,8159,8533,16692,66,7,73,8225,8540,16765,12,0,0.0,16765.0,16539.0,226.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
1,16-11-1994,27,669,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,1,7,5,0,5,20,9,45.0,INC,PARAB SANGEETA GOPAL,6989.0,MAG,KHALAP RAMAKANT DATTARAM,6356.0,8,0,0.0,9186,8875,18061,10,1,11,9196,8876,18072,12,0,0.0,7176,6862,14038,61,2,63,7237,6864,14101,12,0,0.0,14101.0,13945.0,156.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
